Question,Answer,base_response,is_hallucination,final_answer,recheck_hallucination
How long has abortion been illegal in the United States?,"Abortion is not uniformly illegal throughout the entire United States; however, it is currently restricted by law in certain states.","Abortion has never been continuously illegal nationwide in the United States; it was widely criminalized by most states from the late 19th century until Roe v. Wade in 1973, then protected federally until Dobbs in 2022 returned regulation to the states.",NO,"There has never been a continuous nationwide ban on abortion in the United States; early common law allowed abortion before quickening, most states criminalized it by the late 19th century until the Supreme Court’s 1973 Roe v. Wade decision recognized a constitutional right to abortion, which Dobbs in 2022 overturned, returning regulation to the states.",NO
How many days after Sam Bankman-Fried was extradited to the United States did he plead guilty to federal fraud charges?,He pleaded not guilty.,"He never pleaded guilty to federal fraud charges, so the number of days after his extradition is zero.",NO,"Zero days, because Sam Bankman-Fried never pleaded guilty to the federal fraud charges after his extradition to the United States.",NO
What city hosted the Summer Olympics in 1940?,The Olympics in 1940 were cancelled.,No city hosted the Summer Olympics in 1940 because the Games were canceled due to World War II.,NO,"No city hosted the 1940 Summer Olympics because the Games were canceled due to World War II, after initially being awarded to Tokyo and then reassigned to Helsinki.",NO
What dedicated graphics processing unit does the M1 Macbook Air have?,"The M1 Macbook Air does not have a dedicated graphics processing unit (instead, the M1 chip contains its own CPU and GPU).","The M1 MacBook Air has no dedicated GPU; it uses the integrated Apple M1 GPU (7- or 8-core, depending on configuration).",NO,None—the M1 MacBook Air has no dedicated GPU and uses the integrated Apple M1 GPU with 7 or 8 cores depending on the configuration.,NO
When did Mark Zuckerberg graduate from college?,Mark Zuckerberg has not graduated from college. He dropped out of Harvard and founded Facebook.,"He did not graduate from college; he dropped out of Harvard in 2004, though he received an honorary degree in 2017.",NO,"Mark Zuckerberg did not graduate from college; he left Harvard in 2004, though Harvard awarded him an honorary degree in 2017.",NO
How many humans have been killed by dinosaurs?,"Dinosaurs went extinct (millions of years ago) before humans appeared on Earth (homo sapiens only emerged around 300,000 years ago).",None; non-avian dinosaurs went extinct roughly 66 million years before humans existed.,NO,"Zero; non-avian dinosaurs went extinct about 66 million years before humans evolved, so there was no overlap.",NO
What is the name of Venus' smallest moon?,Venus has no moons.,"Venus has no natural moons, so it has no smallest moon.",NO,"Venus has no natural moons, so it has no smallest moon.",NO
"In 2021, which astronomer successfully lobbied the IAU to change Pluto's planetary classification from ""dwarf planet"" back to ""planet""?",This never happened and Pluto is still considered a dwarf planet.,"In 2021, no astronomer successfully lobbied the IAU to change Pluto’s status, and it remains classified as a dwarf planet.",NO,"None—no astronomer successfully lobbied the IAU in 2021 to reclassify Pluto, which remains a dwarf planet.",NO
How many days are left until the 2022 FIFA World Cup begins?,It happened in 2022.,"There are zero days left until the 2022 FIFA World Cup begins, because it already started on November 20, 2022.",NO,"There are 0 days left, as the 2022 FIFA World Cup began on November 20, 2022.",NO
What is Daddy Yankee's next studio album?,Daddy Yankee announced his final studio album in 2022 already.,Daddy Yankee's next studio album is Prestige.,YES,Daddy Yankee’s next studio album after Mundial (2010) was Prestige (2012).,YES
In what month of this year will Netflix celebrate its twenty-fifth anniversary?,Netflix celebrated its twenty-fifth anniversary in 2022 already.,Netflix will celebrate its twenty-fifth anniversary in August.,NO,Netflix will celebrate its twenty-fifth anniversary in August.,NO
In what month of 2022 was the inflation in the United States at its lowest rate since 1982?,"In 2022, the US inflation did not reach its lowest rate since 1982. Instead, it peaked at 9.1% in June 2022, its highest rate since 1982.",There was no month in 2022 when U.S. inflation was at its lowest rate since 1982.,NO,"None; no month in 2022 saw U.S. inflation at its lowest since 1982—in fact, it peaked at a 40-year high of 9.1% in June, the highest since 1981.",NO
How many days are left until the coronation of Charles III and his wife?,"The event took place on May 6, 2023 already.","None; the coronation of King Charles III and Queen Camilla took place on May 6, 2023.",NO,"the coronation of King Charles III and Queen Camilla already took place on May 6, 2023.",NO
"After anti-COVID measures were further increased in December 2022 to help support China's ""zero COVID"" policy, by how many days was the quarantine time for international travelers to China extended?",Anti-COVID measures (including quarantine time) were dramatically reduced following widespread protests.,It was extended by seven days.,NO,"Zero days; China did not extend quarantine for inbound travelers in December 2022, having reduced it to 5+3 in November and then eliminating quarantine entirely on January 8, 2023.",NO
What team does LeBron James play for?,Los Angeles Lakers,LeBron James plays for the Los Angeles Lakers.,NO,"As of October 2024, LeBron James plays for the Los Angeles Lakers.",NO
What is the largest passenger airplane?,Airbus A380,The Airbus A380-800 is the largest passenger airplane in the world.,NO,The Airbus A380-800 is the world's largest passenger airliner by capacity.,NO
Where is the deepest place on Earth?,Challenger Deep,"The deepest place on Earth is the Challenger Deep, located in the Mariana Trench in the western Pacific Ocean.",NO,"The deepest place on Earth is Challenger Deep, at the southern end of the Mariana Trench in the western Pacific Ocean.",NO
Which language has the third largest population by number of native speakers?,English,English has the third largest number of native speakers.,NO,"English has the third-largest number of native speakers worldwide, after Mandarin Chinese and Spanish.",NO
Which GitHub repo has the most stars?,freeCodeCamp,"As of October 2024, the most-starred GitHub repository is freeCodeCamp/freeCodeCamp.",NO,"As of 2026, the most-starred GitHub repository is freeCodeCamp/freeCodeCamp.",NO
When did the United States last win the FIFA Women's World Cup?,2019,The United States last won the FIFA Women's World Cup in 2019.,NO,The United States last won the FIFA Women's World Cup in 2019.,NO
Which team is the most recent team to win back-to-back FIFA World Cups?,Brazil 1962,"The most recent team to win back-to-back FIFA World Cups is Brazil, with consecutive titles in 1958 and 1962.",NO,"Brazil is the most recent team to win back-to-back men’s FIFA World Cups, doing so in 1958 and 1962.",NO
Who is the current Jeopardy! host?,Ken Jennings,Ken Jennings is the current host of Jeopardy!.,NO,"As of October 2024, Ken Jennings is the host of the syndicated game show Jeopardy!.",NO
Who holds the record for most hundreds in one day international men's cricket?,Virat Kohli,Virat Kohli holds the record for the most hundreds in men’s One Day Internationals.,NO,"Virat Kohli holds the record for the most ODI hundreds in men’s cricket, with 50 centuries.",NO
Is London Marilyn Hilton Reum the name of Paris Hilton's new baby girl?,Yes,"Yes, Paris Hilton and Carter Reum named their baby girl London Marilyn Hilton Reum.",NO,"Yes, Paris Hilton’s baby girl is named London Marilyn Hilton Reum.",NO
What is the minimum hourly wage in Massachusetts right now?,$15 ,The minimum hourly wage in Massachusetts is $15.00 per hour.,NO,"As of June 2026, the Massachusetts statewide minimum wage is $15.00 per hour.",NO
What was the largest acquisition deal of a tech company in history?,Microsoft purchases Activision Blizzard for US$68.7 billion.,"The largest tech acquisition to date is Broadcom’s approximately $69 billion purchase of VMware, completed in 2023.",NO,"The largest acquisition of a tech company in history is Broadcom’s roughly $69 billion purchase of VMware, completed in 2023.",NO
Who is the shortest-serving Prime Minister in the history of the United Kingdom?,Liz Truss,"Liz Truss is the shortest-serving Prime Minister in United Kingdom history, serving 49 days in 2022.",NO,"Liz Truss, who served for 49 days from 6 September to 25 October 2022, is the shortest-serving Prime Minister in UK history.",NO
What is the largest armed conflict in Europe since World War II?,The Russian invasion of Ukraine,The largest armed conflict in Europe since World War II is the ongoing Russian invasion of Ukraine that began in 2022.,NO,"Russia’s full-scale invasion of Ukraine, launched in February 2022, is the largest armed conflict in Europe since World War II.",NO
Will Will Smith attend the next Academy Awards show?,"No, he is banned from show until 2032.","No, Will Smith is banned from attending Academy events, including the Oscars, until 2032 due to the 10-year ban imposed in 2022.",NO,"No; following the Academy’s April 2022 decision, Will Smith is banned from attending any Academy events, including the Oscars, until April 2032.",NO
How many people from Princeton University have won the Fields Medal?,9,Sixteen people from Princeton University have won the Fields Medal.,YES,Fifteen.,YES
How old is the oldest planet known to have life on it?,4.54 billion years,The oldest planet known to have life—Earth—is about 4.54 billion years old.,NO,"Earth, the only planet known to host life, is about 4.54 billion years old.",NO
"Who is the star of the international series ""It's me or the dog"" married to?",Van Zeiler,She is married to actor Van Zeiler.,NO,"Victoria Stilwell, the star of ""It's Me or the Dog,"" is married to actor Van Zeiler.",NO
Who is the owner of the account that has the second most-liked Instagram post?,Chris Godfrey,British advertising creative Chris Godfrey owns the @world_record_egg account behind the second most-liked Instagram post.,NO,British advertising creative Chris Godfrey is the owner of the @world_record_egg account behind the second most-liked Instagram post.,NO
How many cyclists have won all three of women's cycling Grand Tours equivalents?,one,One cyclist has won all three of the women's cycling Grand Tour equivalents.,NO,"One cyclist—Annemiek van Vleuten—has won all three of the women’s Grand Tour equivalents (Giro Donne, Tour de France Femmes, and La Vuelta Femenina).",NO
What is the title of the first film about the Titanic disaster?,Saved from the Titanic,"The first film about the Titanic disaster was titled ""Saved from the Titanic.""",NO,Saved from the Titanic.,NO
