question,answer
"Which cycle of ""America's Next Top Model"" did the current ""The Look for Less"" host win?","Top Model po-russki (cycle 5); Top Model po-russki, cycle 5 (subtitled as Топ-модель по-русски: Международный cезон) (English: Top Model in Russian: International season) was the fifth installment of the Russian adaptation of Tyra Banks' ""America's Next Top Model""."
WHere are both Stewart's Fountain Classics and Cactus Cooler sold?,"James Garfield Stewart; James Garfield Stewart (November 17, 1880 �?April 3, 1959) was a Republican from Cincinnati, Ohio."
Does Apichatpong Weerasethakul have more letters in his name then Nelson Pereira dos Santos?,"José Manuel Bento dos Santos; José Manuel Bento dos Santos (born 1947) is a Portuguese cook, gastronomer, businessman, trader, metals broker, writer and chemical engineer."
When was the German pioneer of aviation which was a brother to Gustav Lilienthal born? ,"LZ 127 Graf Zeppelin; LZ 127 ""Graf Zeppelin"" (Deutsches Luftschiff Zeppelin #127 ; Registration: D-LZ 127) was a German-built and -operated, passenger-carrying, hydrogen-filled, rigid airship which operated commercially from 1928 to 1937."
Other than singing and songwriting what other profession did Lithuanian Eurovision Song Contestant Mia join?,"Anri Jokhadze; Anri Jokhadze (Georgian: ანრი ჯოხაძე ; born 6 November 1980) is a Georgian pop singer from Tbilisi who represented Georgia in the Eurovision Song Contest 2012 with the song ""I'm a Joker""."
Nay Lin Tun play for Myanmar U23 at the 2013 and and what other year that was held at the Singapore National Stadium?,Soe Lin Tun; Soe Lin Tun (Burmese: စိုးလင်းထွန်�?; born 12 December 1985) is a footballer from Myanmar.
"Where did the author of ""Scrappy Little Nobody"" make her film debut in?","Jared Leto; Jared Joseph Leto ( ; born December 26, 1971) is an American actor, singer, songwriter, and director."
WHAT PUBLISHER OF SOFTWARE REMASTER AND PUBLISHED DRAGONS LAIR IN 1983?,"Digital Leisure; Digital Leisure, Inc. is a Canadian publisher of software."
How many years did Stephen Heathcote spend dancing for the largest classical ballet company in Australia?,Cairo Opera Ballet Company; The Cairo Opera Ballet Company is the resident ballet company of the Cairo Opera House and a ballet school affiliated to Egypt's Higher Institute of Ballet.
What is the more accepted translation of the location where MAYAir is based in?,Bible translations into Kazakh; Work on translation of the Bible into the Kazakh language began with the work of Charles Fraser of the Scottish Missionary Society.
"On what date did the battle in Japan that mirrored ""Wilson's Last Stand"" occur?","Last Stand at Saber River; Last Stand at Saber River is a 1997 American made-for-television western drama film directed by Dick Lowry and starring Tom Selleck, Suzy Amis, Haley Joel Osment, Keith Carradine, David Carradine, Tracey Needham, David Dukes and Harry Carey Jr.."
Are Azara or Fabiana native to North America?,Artemisia biennis; Artemisia biennis is a species of sagebrush known by the common name biennial wormwood.
The Accra Academy operates a boys' school near a town whose name was derived from a word in what language?,"Longridge Towers School; Longridge Towers School is a non-selective co-educational independent day and boarding school near Berwick-upon-Tweed, Northumberland, England, for children between the ages of three and eighteen."
Which film did the star of A Fantastic Fear of Everything write and star in with Nick Frost ?,"Jas Mann; Jasbinder Singh ""Jas"" Mann (born 24 April 1971) is a British songwriter, musician, singer, record producer and film producer."
I Supermodel had a guest in the British fashion designer who authored what book in 2013?,"Elspeth Gibson; Elspeth Gibson (born 1963 in Nottingham) is a British fashion designer, known for her feminine style of design."
The NAB Marconi Radio Awards are named after an inventor.  In what year was the inventor born?,"Chaz &amp; AJ; Chaz & AJ in the Morning is a morning radio talk show program on 99.1 WPLR, a rock radio station broadcasting from Milford, Connecticut."
Which company that developed the Siemens-Halske Sh.III later became part of Siemens?,Albatros D.XI; The Albatros D.XI was a German single-seat fighter biplane first flown in February 1918.
"LaBeouf, Rönkkö & Turner is a trio including which performance artist and filmmaker?","LaBeouf, Rönkkö &amp; Turner; LaBeouf, Rönkkö & Turner are an artist trio consisting of Shia LaBeouf (born 1986; Los Angeles, United States), Nastja Säde Rönkkö (born 1985; Helsinki, Finland), and Luke Turner (born 1982; Manchester, UK)."
"What city in the county seat of Bulloch County, Georgia, United States is crossed by U.S. Route 80 (US 80)?","Alabama State Route 126; State Route 126 (SR 126) is an 11.054 mi state highway in Montgomery County, in the central part of the U.S. state of Alabama."
"What construction at 233 Broadway, Manhattan, New York City was the civil engineer Henry Wilson Hodge responsible for?","John W. F. Bennett; John W. F. Bennett (c. 1875 �?August 30, 1943) was an American civil engineer and football player."
The album name Transfiguration of Vincent aludes to the title of a 1965 album by an American fingerstyle guitarist who died from what?,The Transfiguration of Blind Joe Death; The Transfiguration of Blind Joe Death is a 1965 album by American fingerstyle guitarist and composer John Fahey.
"Which of the writers of the song ""Top of the World"" was signed to Bad Boy Records?","Special Delivery (song); ""Special Delivery"" is a song by American rapper G. Dep."
What perspective do Kurt Wise and Grand Canyon: A Different View share? ,"Yarlung Tsangpo Grand Canyon; The Yarlung Tsangpo Grand Canyon or Yarlung Zangbo Grand Canyon () or simply the Tsangpo Canyon, Brahmaputra Canyon or Tsangpo Gorge, along the Yarlung Tsangpo River in Tibet, China, is the deepest canyon in the world, and at 504.6 km (314 miles) is slightly longer than the Grand Canyon in the United States, making it one of the world's largest."
Which football team did Kyler Murray play for that is located outside of Norman?,Clonmel Óg GAA; Clonmel Óg GAA is a Gaelic Athletic Association gaelic football club located outside the town of Clonmel in Ireland.
"During the 1987�?8 A.S. Roma season, one of the new players signed was nicknamed what?","Sebastiano Nela; Sebastiano Nela (born 13 March 1961), is an Italian former footballer who played as a defender, usually as a full-back on the left flank, due to his stamina, tenacity and work-rate."
What's birth year of the Moroccan producer behind the group Stockholm Syndrome?,Stockholm Syndrome (Derek Webb album); Stockholm Syndrome is the fifth solo studio album release from singer-songwriter Derek Webb.
Monsters of Legend has packaging that features images from a film released in what year?,"Leonardo's Diary; Leonardo's Diary (Czech: ""Leonardův deník"") is a 1972 stop-motion animated short."
"Who founded Ruthless Record and is born September 7, 1964?","Tero Saarinen; Tero Saarinen (born September 7, 1964, in Pori, Finland) is a Finnish dance artist and choreographer, and Artistic Director of Tero Saarinen Company."
"This senior research fellow at Jesus College, Oxford wrote about Polish culture during World War II. ","Heather Horst; Heather A. Horst is sociocultural anthropologist and author who writes on material culture, mobility, and the mediation of social relations."
What type of business does Ex Libris and Migros have in common?,"Jurij Slatkonja; Jurij Slatkonja (German: ""Georg von Slatkonia"" , also ""Jurij Chrysippus,"" Slovenian: ""Jurij Slatkonja""; 21 March 1456�?6 April 1522) was a Carniolan choirmaster and the first residential Bishop of Vienna."
"Who is younger, Gwen Stefani or Marty Raybon?","If Bubba Can Dance (I Can Too); ""If Bubba Can Dance (I Can Too)"" is a song recorded by American country music group Shenandoah."
